term,576.1384_0.705,413.1426_4.219,413.1426_4.51,345.1554_4.506,413.1436_3.2,361.1499_3.066,691.3179_4.171,373.1141_3.685,572.2105_4.512,427.197_3.64,359.1353_0.806,il_12p70,427.197_4.049,345.1933_4.201,Isoferulic acid glucuronide,il_5,gm_csf,447.092_4.187,dihydrodaidzein,O-DMA glucuronide isomer 2,glycitein sulfate isomer 2,217.0173_3.88,617.1836_4.515,glycitein sulfate isomer 1,genistein glucuronide,dihydrogenistein glucuronide isomer 1,6-OH-O-DMA glucuronide,493.1666_4.573,366.0851_4.55,O-DMA,217.0172_4.4,daidzein sulfoglucuronide isomer 1,O-DMA glucuronide isomer 1,497.0695_3.785,daidzein diglucuronide,glycitein glucuronide,genistein sulfoglucuronide,total_lyc,393.0495_3.605,daidzein sulfate isomer 1,365.0863_4.095,ethylphenol glucuronide isomer 2,1122.0249_4.032,ethylphenol glucuronide isomer 1,daidzein sulfoglucuronide isomer 2,521.1082_4.508,1122.0248_4.125,daidzein sulfate isomer 2,daidzein glucuronide isomer 2,daidzein glucuronide isomer 3,daidzein,daidzein glucuronide isomer 1,639.0783_3.758,ethylphenol sulfate isomer,dihydrodaidzein sulfate,4-ethylphenol sulfate,dihydrodaidzein glucuronide
genistein sulfoglucuronide,-0.5324675324675324,-0.4172783738001129,-0.43083003952569165,-0.4217955957086391,-0.3167701863354037,-0.3224167137210615,-0.3687182382834556,-0.35742518351214,-0.3246753246753246,-0.3438735177865612,-0.31564088085827213,-0.5121400338791643,-0.2761151891586674,-0.21174477696216826,-0.22981366459627325,-0.339356295878035,-0.18915866741953696,0.36758893280632404,0.727837380011293,0.6691134952004517,0.4692264257481648,0.6205533596837944,0.5527950310559006,0.7289666854884245,0.8938452851496329,0.8057594579333709,0.7086391869000563,0.6013551665725578,0.6905702992659514,0.7730095990965555,0.7617165443252399,0.862224731789949,0.8249576510446075,0.8204404291360812,0.8746470920383963,0.8927159796725014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
total_lyc,-0.719932241671372,-0.5900621118012421,-0.5934500282326369,-0.613777526821005,-0.48729531338226983,-0.5279503105590062,-0.5211744776962167,-0.5674760022586108,-0.5652173913043478,-0.5787690570299265,-0.5561829474872952,-0.48729531338226983,-0.5098814229249011,-0.4184076792772444,-0.5697346132128741,-0.38226990400903443,-0.10897797854319591,0.13269339356295876,0.4827780914737436,0.48729531338226983,0.5132693393562958,0.5460191981931112,0.6024844720496894,0.6307171089779785,0.6928289102202145,0.6329757199322416,0.6815358554488988,0.6160361377752681,0.719932241671372,0.6555618294748728,0.7526821005081874,0.6770186335403726,0.7413890457368718,0.6679841897233201,0.6510446075663466,0.719932241671372,0.7583286278938451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393.0495_3.605,-0.6205533596837944,-0.5561829474872952,-0.5629587803500846,-0.5527950310559006,-0.4601919819311123,-0.5403726708074533,-0.43760587238848103,-0.46245059288537543,-0.3788819875776397,-0.45680406549971764,-0.4443817052512704,-0.47035573122529634,-0.3698475437605872,-0.35516657255787687,-0.29870129870129863,-0.2828910220214568,0.026538678712591753,0.20835686053077357,0.5053642010163749,0.4330886504799548,0.5403726708074533,0.7176736307171089,0.6804065499717673,0.683794466403162,0.7233201581027667,0.6510446075663466,0.7368718238283455,0.79785431959345,0.8181818181818181,0.6533032185206098,0.9424054206662902,0.7041219649915301,0.7910784867306605,0.7267080745341614,0.7752682100508187,0.7188029361942405,0.7594579333709768,0.8068887634105025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
daidzein sulfate isomer 1,-0.46809712027103323,-0.4184076792772444,-0.3969508752117447,-0.3946922642574816,-0.4025974025974025,-0.31564088085827213,-0.35290796160361376,-0.28740824392998304,-0.35064935064935066,-0.30547713156408807,-0.26143421795595706,-0.5527950310559006,-0.2851496329757199,-0.2162619988706945,-0.23320158102766797,-0.37097684923771873,-0.1315640880858272,0.37097684923771873,0.6081309994353472,0.6544325239977413,0.7526821005081874,0.6702428006775832,0.7425183512140033,0.7843026538678711,0.763975155279503,0.7538114059853189,0.7402597402597402,0.8136645962732918,0.7131564088085827,0.6713721061547148,0.7741389045736872,0.8396386222473178,0.87012987012987,0.8249576510446075,0.7730095990965555,0.8260869565217391,0.7989836250705815,0.7210615471485036,0.7380011293054771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365.0863_4.095,-0.5968379446640316,-0.4861660079051383,-0.4850367024280067,-0.47826086956521735,-0.3800112930547713,-0.4500282326369282,-0.3992094861660078,-0.33032185206098247,-0.3980801806888763,-0.39017504234895534,-0.36081309994353467,-0.473743647656691,-0.32354601919819304,-0.2715979672501411,-0.31564088085827213,-0.1914172783738001,-0.03783173348390739,0.31338226990400897,0.4579333709768492,0.517786561264822,0.6770186335403726,0.647656691134952,0.7188029361942405,0.7267080745341614,0.789949181253529,0.7131564088085827,0.7775268210050817,0.7854319593450028,0.7515527950310558,0.6589497459062675,0.8881987577639749,0.7041219649915301,0.8249576510446075,0.7854319593450028,0.7413890457368718,0.7368718238283455,0.7560700169395821,0.8486730660643703,0.9096555618294747,0.8317334839073968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethylphenol glucuronide isomer 2,-0.5787690570299265,-0.3766233766233766,-0.3800112930547713,-0.38678712591756065,-0.3224167137210615,-0.2817617165443252,-0.33596837944664026,-0.26821005081874644,-0.30321852060982496,-0.3348390739695087,-0.2523997741389045,-0.4827780914737436,-0.2704686617730096,-0.16657255787690567,-0.3077357425183512,-0.34613212874082433,-0.21061547148503668,0.39017504234895534,0.5798983625070581,0.6555618294748728,0.6070016939582156,0.6984754376058723,0.7673630717108977,0.7583286278938451,0.849802371541502,0.7730095990965555,0.7221908526256352,0.7786561264822134,0.7425183512140033,0.6894409937888198,0.8475437605872388,0.789949181253529,0.8949745906267645,0.7786561264822134,0.7312252964426876,0.8125352907961602,0.8577075098814227,0.849802371541502,0.8170525127046865,0.8723884810841331,0.8927159796725014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122.0249_4.032,-0.45680406549971764,-0.38678712591756065,-0.3913043478260869,-0.3788819875776397,-0.3856578204404291,-0.33145115753811405,-0.349520045172219,-0.29870129870129863,-0.30547713156408807,-0.41501976284584974,-0.29870129870129863,-0.473743647656691,-0.39356295878035,-0.23997741389045732,-0.3077357425183512,-0.349520045172219,-0.17673630717108976,0.349520045172219,0.605872388481084,0.6115189158667419,0.5923207227555053,0.6984754376058723,0.7176736307171089,0.727837380011293,0.7492941840767927,0.7447769621682664,0.6386222473178994,0.8373800112930547,0.7752682100508187,0.7221908526256352,0.8215697346132128,0.7741389045736872,0.8938452851496329,0.7605872388481083,0.745906267645398,0.745906267645398,0.7605872388481083,0.7922077922077921,0.7831733483907396,0.8904573687182382,0.8452851496329757,0.9051383399209485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethylphenol glucuronide isomer 1,-0.5595708639186899,-0.42066629023150753,-0.4251835121400338,-0.4172783738001129,-0.37775268210050816,-0.3291925465838509,-0.349520045172219,-0.28853754940711457,-0.33370976849237716,-0.29079616036137773,-0.20835686053077357,-0.44325239977413883,-0.23658949745906266,-0.23207227555053642,-0.16431394692264256,-0.31112365894974586,-0.059288537549407105,0.383399209486166,0.5708639186900056,0.5527950310559006,0.6533032185206098,0.7436476566911349,0.7538114059853189,0.8486730660643703,0.8633540372670807,0.7334839073969508,0.6996047430830039,0.815923207227555,0.8068887634105025,0.6973461321287407,0.878035008469791,0.7583286278938451,0.8588368153585544,0.8001129305477132,0.7538114059853189,0.7933370976849236,0.8543195934500282,0.8136645962732918,0.8678712591756069,0.8554488989271597,0.8904573687182382,0.9141727837380011,0.8802936194240542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
daidzein sulfoglucuronide isomer 2,-0.4805194805194805,-0.4963297571993223,-0.49520045172219074,-0.47600225861095424,-0.4906832298136645,-0.45454545454545453,-0.4963297571993223,-0.4138904573687182,-0.36758893280632404,-0.4025974025974025,-0.47939017504234893,-0.5674760022586108,-0.36533032185206094,-0.2704686617730096,-0.3766233766233766,-0.269339356295878,-0.07622811970638058,0.23884810841332577,0.49858836815358554,0.533596837944664,0.5731225296442687,0.6329757199322416,0.6013551665725578,0.6815358554488988,0.7391304347826086,0.6544325239977413,0.7097684923771879,0.7425183512140033,0.6939582156973461,0.7425183512140033,0.7797854319593449,0.7571993224167136,0.8452851496329757,0.7323546019198192,0.8486730660643703,0.7583286278938451,0.7673630717108977,0.7775268210050817,0.8114059853190287,0.8441558441558441,0.8678712591756069,0.8452851496329757,0.8791643139469225,0.7910784867306605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521.1082_4.508,-0.6352343308865047,-0.5189158667419536,-0.5223037831733484,-0.5098814229249011,-0.42857142857142855,-0.48390739695087515,-0.38114059853190285,-0.3946922642574816,-0.3992094861660078,-0.31789949181253524,-0.38678712591756065,-0.5753811405985318,-0.2772444946357989,-0.26821005081874644,-0.2535290796160361,-0.3992094861660078,0.032185206098249576,0.36758893280632404,0.5674760022586108,0.5607001693958215,0.6826651609260304,0.6691134952004517,0.7628458498023714,0.7628458498023714,0.7154150197628458,0.6973461321287407,0.771880293619424,0.8418972332015809,0.8791643139469225,0.6747600225861095,0.8373800112930547,0.6736307171089779,0.7662337662337662,0.7696216826651607,0.7876905702992659,0.7312252964426876,0.7244494635798983,0.7707509881422924,0.8870694522868435,0.7786561264822134,0.8644833427442121,0.7967250141163184,0.8226990400903443,0.8644833427442121,0.7955957086391869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122.0248_4.125,-0.5279503105590062,-0.43195934500282324,-0.4387351778656126,-0.44325239977413883,-0.36307171089779783,-0.3416149068322981,-0.42970073404856013,-0.37775268210050816,-0.3721061547148503,-0.38452851496329754,-0.26256352343308864,-0.4884246188594014,-0.3258046301524562,-0.33596837944664026,-0.3145115753811406,-0.4025974025974025,-0.13043478260869565,0.40485601355166573,0.6182947487295313,0.7391304347826086,0.657820440429136,0.6781479390175041,0.6883116883116883,0.7334839073969508,0.6962168266516092,0.745906267645398,0.6996047430830039,0.7933370976849236,0.7741389045736872,0.7413890457368718,0.8001129305477132,0.8046301524562394,0.8644833427442121,0.7526821005081874,0.7436476566911349,0.7662337662337662,0.8035008469791077,0.7763975155279503,0.7481648785996611,0.8881987577639749,0.8091473743647656,0.8769057029926594,0.9243365330321851,0.8543195934500282,0.8136645962732918,0.8147939017504233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
daidzein sulfate isomer 2,-0.48164878599661204,-0.48164878599661204,-0.48164878599661204,-0.45454545454545453,-0.5087521174477696,-0.39582156973461313,-0.43986448334274414,-0.33596837944664026,-0.3472614342179559,-0.39356295878035,-0.41276115189158663,-0.4500282326369282,-0.3913043478260869,-0.2704686617730096,-0.26482213438735175,-0.26369282891022017,-0.04347826086956521,0.26482213438735175,0.6239412761151891,0.6566911349520044,0.6645962732919254,0.5900621118012421,0.6781479390175041,0.7673630717108977,0.745906267645398,0.6623376623376622,0.6487859966120835,0.79785431959345,0.7346132128740823,0.8114059853190287,0.7380011293054771,0.8226990400903443,0.815923207227555,0.8260869565217391,0.7571993224167136,0.7922077922077921,0.8023715415019762,0.7131564088085827,0.7526821005081874,0.8678712591756069,0.8012422360248446,0.849802371541502,0.8633540372670807,0.8543195934500282,0.8644833427442121,0.8068887634105025,0.80801806888763394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
daidzein glucuronide isomer 2,-0.46470920383963854,-0.40485601355166573,-0.4003387916431394,-0.38114059853190285,-0.40598531902879725,-0.3099943534726143,-0.3438735177865612,-0.3009599096555618,-0.2941840767927724,-0.269339356295878,-0.2998306041784302,-0.5832862789384528,-0.2354601919819311,-0.1789949181253529,-0.1756070016939582,-0.40146809712027093,-0.1564088085827216,0.41501976284584974,0.6081309994353472,0.6205533596837944,0.6341050254093732,0.6894409937888198,0.6939582156973461,0.8102766798418971,0.8351214003387916,0.7142857142857142,0.6815358554488988,0.8226990400903443,0.7910784867306605,0.7436476566911349,0.80801806888763394,0.8373800112930547,0.9073969508752115,0.8046301524562394,0.8475437605872388,0.8294748729531337,0.8565782044042913,0.7391304347826086,0.79785431959345,0.937888198757764,0.8283455674760022,0.8870694522868435,0.9107848673066063,0.9085262563523432,0.9006211180124222,0.8396386222473178,0.8791643139469225,0.9209486166007904,NA,NA,NA,NA,NA,NA,NA,NA,NA
daidzein glucuronide isomer 3,-0.551665725578769,-0.5527950310559006,-0.5494071146245059,-0.5290796160361377,-0.5042348955392433,-0.4579333709768492,-0.46470920383963854,-0.41163184641445505,-0.4613212874082439,-0.35742518351214,-0.3416149068322981,-0.43083003952569165,-0.2975719932241671,-0.33032185206098247,-0.3099943534726143,-0.19593450028232637,0.09429700734048559,0.4692264257481648,0.5889328063241106,0.686053077357425,0.6871823828345567,0.6352343308865047,0.6566911349520044,0.7425183512140033,0.7617165443252399,0.7876905702992659,0.7368718238283455,0.7289666854884245,0.7323546019198192,0.7481648785996611,0.727837380011293,0.8114059853190287,0.7786561264822134,0.80801806888763394,0.7989836250705815,0.8317334839073968,0.8057594579333709,0.6826651609260304,0.7300959909655561,0.8475437605872388,0.7967250141163184,0.8226990400903443,0.8306041784302653,0.8328627893845284,0.8362507058159231,0.823828345567476,0.8656126482213438,0.8893280632411066,0.8915866741953697,NA,NA,NA,NA,NA,NA,NA,NA
daidzein,-0.5403726708074533,-0.4850367024280067,-0.47826086956521735,-0.4861660079051383,-0.41276115189158663,-0.4105025409373235,-0.4161490683229813,-0.42857142857142855,-0.3766233766233766,-0.4500282326369282,-0.4082439299830604,-0.6182947487295313,-0.43195934500282324,-0.30321852060982496,-0.37097684923771873,-0.42066629023150753,-0.13721061547148503,0.2749858836815358,0.763975155279503,0.6984754376058723,0.5742518351214003,0.605872388481084,0.6194240542066629,0.7323546019198192,0.735742518351214,0.7041219649915301,0.7142857142857142,0.7402597402597402,0.7752682100508187,0.8317334839073968,0.7910784867306605,0.7933370976849236,0.8407679277244493,0.7933370976849236,0.8317334839073968,0.8351214003387916,0.8667419536984754,0.7571993224167136,0.8001129305477132,0.862224731789949,0.7526821005081874,0.8283455674760022,0.8509316770186334,0.8226990400903443,0.8226990400903443,0.8147939017504233,0.878035008469791,0.8418972332015809,0.8814229249011856,0.7989836250705815,NA,NA,NA,NA,NA,NA,NA
daidzein glucuronide isomer 1,-0.5234330886504799,-0.5223037831733484,-0.5166572557876905,-0.4940711462450592,-0.5087521174477696,-0.4522868435911914,-0.4613212874082439,-0.3913043478260869,-0.3766233766233766,-0.37775268210050816,-0.4477696216826651,-0.4613212874082439,-0.339356295878035,-0.3020892151326933,-0.28853754940711457,-0.19593450028232637,0.02315076228119706,0.31564088085827213,0.5674760022586108,0.6284584980237153,0.6736307171089779,0.621682665160926,0.6171654432523997,0.7922077922077921,0.7651044607566345,0.6612083568605307,0.719932241671372,0.7707509881422924,0.7594579333709768,0.8215697346132128,0.771880293619424,0.7989836250705815,0.8136645962732918,0.7865612648221343,0.8091473743647656,0.8091473743647656,0.8136645962732918,0.7131564088085827,0.8046301524562394,0.8351214003387916,0.82721626199887055,0.8283455674760022,0.8306041784302653,0.8509316770186334,0.8972332015810276,0.8339920948616599,0.8170525127046865,0.958215697346132,0.9164313946922642,0.937888198757764,0.8452851496329757,NA,NA,NA,NA,NA,NA
639.0783_3.758,-0.5539243365330321,-0.5121400338791643,-0.5166572557876905,-0.49520045172219074,-0.4692264257481648,-0.38791643139469223,-0.42066629023150753,-0.40711462450592883,-0.3969508752117447,-0.30886504799548276,-0.3890457368718238,-0.5923207227555053,-0.269339356295878,-0.2727272727272727,-0.2478825522303783,-0.4003387916431394,-0.05590062111801242,0.37097684923771873,0.6453980801806888,0.6826651609260304,0.6623376623376622,0.5821569734613212,0.6928289102202145,0.8193111236589498,0.7888198757763973,0.6939582156973461,0.727837380011293,0.7300959909655561,0.7843026538678711,0.7865612648221343,0.7312252964426876,0.80801806888763394,0.79785431959345,0.8170525127046865,0.815923207227555,0.8565782044042913,0.8712591756070016,0.7481648785996611,0.7651044607566345,0.849802371541502,0.771880293619424,0.8328627893845284,0.8193111236589498,0.8757763975155279,0.8170525127046865,0.8712591756070016,0.8452851496329757,0.9277244494635798,0.9322416713721061,0.9096555618294747,0.8836815358554487,0.9265951439864482,NA,NA,NA,NA,NA
ethylphenol sulfate isomer,-0.5866741953698474,-0.5087521174477696,-0.5064935064935064,-0.5211744776962167,-0.48729531338226983,-0.44325239977413883,-0.5132693393562958,-0.40598531902879725,-0.3969508752117447,-0.463579898362507,-0.4025974025974025,-0.5166572557876905,-0.4477696216826651,-0.3450028232636928,-0.36533032185206094,-0.3190287972896668,-0.10559006211180123,0.23658949745906266,0.5979672501411631,0.6826651609260304,0.6295878035008469,0.5719932241671372,0.683794466403162,0.6883116883116883,0.6702428006775832,0.621682665160926,0.6521739130434782,0.8339920948616599,0.7843026538678711,0.7797854319593449,0.7967250141163184,0.7481648785996611,0.849802371541502,0.7594579333709768,0.7165443252399774,0.7007340485601354,0.745906267645398,0.8226990400903443,0.8147939017504233,0.8588368153585544,0.8656126482213438,0.8915866741953697,0.9006211180124222,0.8565782044042913,0.8802936194240542,0.8554488989271597,0.8859401468097119,0.8983625070581591,0.878035008469791,0.8147939017504233,0.87012987012987,0.8678712591756069,0.8509316770186334,NA,NA,NA,NA
dihydrodaidzein sulfate,-0.4579333709768492,-0.5403726708074533,-0.5392433653303218,-0.5245623941276115,-0.5347261434217956,-0.507622811970638,-0.5426312817617165,-0.43421795595708634,-0.40485601355166573,-0.4421230942970073,-0.43986448334274414,-0.533596837944664,-0.42970073404856013,-0.3924336533032185,-0.3077357425183512,-0.29079616036137773,0.06380575945793338,0.16996047430830039,0.6510446075663466,0.621682665160926,0.686053077357425,0.647656691134952,0.6487859966120835,0.7933370976849236,0.6792772444946357,0.6702428006775832,0.6770186335403726,0.7854319593450028,0.7221908526256352,0.8306041784302653,0.7684923771880293,0.7730095990965555,0.80801806888763394,0.7289666854884245,0.789949181253529,0.7086391869000563,0.763975155279503,0.7221908526256352,0.782044042913608,0.8339920948616599,0.7989836250705815,0.8046301524562394,0.8915866741953697,0.8543195934500282,0.8791643139469225,0.852060982495765,0.8554488989271597,0.9198193111236588,0.8881987577639749,0.8757763975155279,0.8712591756070016,0.9198193111236588,0.8836815358554487,0.8949745906267645,NA,NA,NA
4-ethylphenol sulfate,-0.543760587238848,-0.4771315640880858,-0.4861660079051383,-0.4963297571993223,-0.43421795595708634,-0.40598531902879725,-0.46809712027103323,-0.42857142857142855,-0.38226990400903443,-0.47487295313382266,-0.3517786561264822,-0.4827780914737436,-0.427442123094297,-0.34613212874082433,-0.3517786561264822,-0.3732354601919819,-0.1033314511575381,0.33596837944664026,0.6408808582721626,0.6668548842461886,0.5765104460756634,0.63184641445511,0.6600790513833991,0.7086391869000563,0.7075098814229248,0.6996047430830039,0.6228119706380576,0.8249576510446075,0.8362507058159231,0.7910784867306605,0.849802371541502,0.7944664031620553,0.8633540372670807,0.7368718238283455,0.7176736307171089,0.7176736307171089,0.7967250141163184,0.8543195934500282,0.823828345567476,0.8531902879728965,0.852060982495765,0.9073969508752115,0.9446640316205533,0.8972332015810276,0.8588368153585544,0.8475437605872388,0.9469226425748164,0.8644833427442121,0.896103896103896,0.8430265386787126,0.8848108413325804,0.8554488989271597,0.8610954263128175,0.9570863918690004,0.8915866741953697,NA,NA
dihydrodaidzein glucuronide,-0.5923207227555053,-0.5143986448334273,-0.5053642010163749,-0.5143986448334273,-0.4330886504799548,-0.48390739695087515,-0.43195934500282324,-0.4003387916431394,-0.4229249011857707,-0.43083003952569165,-0.3890457368718238,-0.5810276679841897,-0.41163184641445505,-0.3291925465838509,-0.3145115753811406,-0.35516657255787687,-0.04121964991530209,0.3450028232636928,0.7436476566911349,0.7221908526256352,0.63184641445511,0.621682665160926,0.6465273856578204,0.7549407114624505,0.7481648785996611,0.7334839073969508,0.686053077357425,0.7989836250705815,0.8204404291360812,0.8351214003387916,0.7910784867306605,0.7684923771880293,0.849802371541502,0.7786561264822134,0.815923207227555,0.7538114059853189,0.8136645962732918,0.7470355731225296,0.8068887634105025,0.8396386222473178,0.8001129305477132,0.8373800112930547,0.8712591756070016,0.8735177865612648,0.8125352907961602,0.9062676453980801,0.8825522303783173,0.8757763975155279,0.8904573687182382,0.8859401468097119,0.9164313946922642,0.8881987577639749,0.9017504234895538,0.9028797289666853,0.9333709768492375,0.9085262563523432,NA
