m/z,rt,p-value,t-score
361.0218,2.595,0.202,1.3641138760505556
361.0578,0.686,0.776,-0.2929433738398589
361.0713,3.465,0.938,-0.07958181878056336
361.1499,3.066,0.139,1.6065810325856158
361.1501,4.225,0.00678,-3.3994282657562502
361.1502,3.49,0.454,0.7790433736072087
363.021,3.933,0.616,-0.5178766857535148
363.0234,4.453,0.462,-0.7644685573406549
363.0692,4.266,0.987,-0.016518057942971513
363.0701,4.451,0.997,0.004413074188572231
363.0756,0.658,0.665,0.446789912152075
363.1657,4.345,0.0327,-2.4770799951952958
363.1658,4.172,0.872,-0.16513571133125396
364.0954,0.768,0.34,-1.0011952869934764
364.0958,3.594,0.566,-0.5939436083236539
364.0972,3.027,0.198,-1.377411772441606
365.0528,0.68,0.266,1.1785899599907308
365.0863,4.095,0.303,-1.0860532512344325
366.0851,4.55,0.0546,-2.1756888772283207
366.1015,5.18,0.134,-1.6305745621876482
366.1016,4.846,0.0777,-1.9658859821415613
367.0282,0.707,0.518,-0.6706322102025064
367.1578,5.796,0.312,-1.0651241453614244
367.2123,5.512,0.123,-1.6857516967774178
367.2236,4.071,0.0394,-2.3688311568309506
368.0804,3.895,0.128,-1.6598631564092228
368.0971,3.297,0.114,-1.7297219502564518
368.0998,0.802,0.114,-1.7294242089083876
368.9723,3.004,0.769,-0.30158282730018565
369.0829,3.476,0.319,1.0477841189331647
369.1552,5.993,0.00384,-3.7410997825905477
369.1737,5.331,0.623,-0.5071529894681837
369.1737,6.099,0.0943,-1.8485651398824092
370.0781,2.895,0.79,-0.2730229802859695
370.0786,0.733,0.879,-0.15643831039800876
370.0972,3.765,0.143,-1.587519253466981
370.097,3.208,0.0726,-2.0065741435916316
370.0981,3.747,0.0583,-2.137729754118295
371.0241,0.671,0.718,-0.37212135739940094
371.0976,0.801,0.446,0.7937258825982751
371.0978,3.481,0.396,0.887311440999985
372.0951,0.795,0.643,-0.47742021948060276
372.1099,3.404,0.027,-2.5879932916878134
372.1116,3.914,0.00267,-3.9641241472141195
373.1067,2.937,0.354,0.972780296757573
373.1139,4.04,0.332,-1.019412059440378
373.1141,3.685,0.241,1.2450864669829582
373.1514,3.715,0.333,1.0178683313206942
374.0316,2.965,0.671,0.4381636043069504
374.1378,5.008,0.172,-1.4705458267363365
375.054,0.665,0.53,-0.6509725563981983
375.0931,2.077,0.499,0.7007971784934341
375.1278,3.109,0.119,1.705820614330903
375.1294,0.798,0.147,1.5728881305246256
375.1294,4.074,0.0136,-2.9875046872838436
377.0353,0.713,0.93,0.0900283400953077
377.0526,0.697,0.93,-0.09058946651702739
377.1019,5.09,0.708,-0.3853467510686868
379.0336,0.708,0.0751,-1.9860893482966435
379.0338,3.038,0.0722,-2.0094744756619236
379.0686,0.661,0.935,-0.08404271711909503
379.0909,2.789,0.386,0.9071930994563233
379.091,3.484,0.354,0.9713852115191784
379.1393,5.891,0.716,0.37495430844263655
379.1607,3.652,0.263,-1.1867326136732916
379.1607,4.047,0.279,-1.1440408587360662
379.1955,5.602,0.332,-1.0192076041164444
380.0301,1.155,0.848,-0.196059976091262
381.0301,1.155,0.733,-0.35032801848285694
381.0802,3.385,0.586,0.5634795726976246
381.1551,6.237,0.513,0.6786519497036038
382.9875,3.002,0.601,-0.5405998811769417
383.0324,2.787,0.774,-0.29541767611556957
383.0464,3.601,0.0838,-1.9204004973277875
383.053,3.466,0.606,-0.5323421758658665
383.0644,2.771,0.206,-1.351704641561521
383.1529,4.559,0.247,-1.229825630854887
383.153,4.885,0.602,-0.5380964901975802
384.0537,2.335,0.173,1.4656224455134736
385.1498,5.181,8.72e-5,-6.316286581191004
385.1685,4.355,0.0484,-2.247769753374991
385.1861,4.524,0.314,1.060928468078745
387.1489,5.77,0.0196,-2.774909072471244
387.1658,5.117,0.221,-1.3050300059281918
388.047,2.937,0.719,0.3702513235576428
388.047,3.398,0.85,-0.19449069851123996
388.047,3.472,0.79,-0.27303080240218386
389.0528,0.7,0.645,0.4744705764313521
389.0919,4.531,0.305,-1.0822789416918284
389.0981,4.564,0.0313,-2.5018290504916663
389.1038,0.786,0.777,0.2913862165423539
389.1043,2.952,0.509,-0.6856200095976162
389.1814,5.311,0.162,-1.5118430538008245
391.0332,0.698,0.469,-0.7532916239440581
391.0993,4.492,0.139,-1.6077539994302867
391.1124,0.79,0.144,-1.584090688528087
391.1968,5.431,0.338,1.0070243278251494
393.0495,3.605,0.335,-1.0122362570893904
393.0776,3.464,0.105,1.7803698038199511
393.2643,6.229,0.0483,-2.2481752126921783
394.06,0.685,0.0741,1.9939385109260683
395.0628,0.675,0.997,0.004202567094603817
395.0857,2.735,0.257,1.2024169111933207
395.0857,2.92,0.682,0.42145442135498506
395.091,3.521,0.957,0.05543292988104629
395.1144,4.677,0.471,-0.7494325337436721
396.025,0.663,0.131,-1.6457846705454564
396.0904,2.751,0.405,-0.8687269432152359
396.1124,4.459,0.743,0.33753819894238835
396.1279,4.011,0.153,-1.5445911291435885
396.1297,3.506,0.239,-1.2528513150038034
397.0032,3.133,0.254,-1.2102649000171133
397.0034,3.815,0.408,-0.8640703723246818
397.0582,0.701,0.196,-1.3848250816493144
397.1496,4.415,0.49,0.7166986100814091
397.1911,4.067,0.574,0.5815809166925575
398.0412,0.681,0.218,1.3138208699175038
399.0203,0.683,0.466,0.7572995998514651
399.1658,3.513,0.0839,1.9190608374189027
400.1429,4.669,0.0686,-2.040194901694451
401.1094,4.24,0.465,0.7603444944067227
403.066,3.865,0.923,-0.09878745723725915
403.1019,5.042,0.57,0.5873746486175998
403.1133,4.514,0.174,1.46356007326614
403.1971,3.26,0.0445,2.29626353357539
403.197,0.807,0.00545,3.5296885243224
404.0395,3.379,0.987,0.01675394361672843
404.0405,3.511,0.611,-0.5249261245007141
405.0285,0.72,0.122,1.6891926484205368
405.0469,0.697,0.198,1.3791381825294442
405.0648,0.668,0.66,0.453662610969788
405.118,5.456,0.117,-1.7131256808828461
405.1764,4.467,0.31,-1.0700616593061865
405.2644,6.291,0.408,0.863809183767719
407.0405,4.991,0.244,1.237727428559722
407.2799,5.411,0.24,1.2480832180402468
407.2799,5.805,0.168,1.4880967230483464
407.2801,6.791,0.682,0.422218249487332
409.0428,0.71,0.717,0.37221734846855686
411.0759,4.059,0.698,-0.3997276739543424
411.0787,0.764,0.823,-0.22905418590201235
411.1279,4.49,0.449,0.7886977055358432
411.1654,4.559,0.282,1.1379465698241027
411.2021,4.884,0.939,0.07822722042369006
411.2021,5.398,0.956,0.05620154590802893
412.9977,3.204,0.745,0.3345664816082946
413.1426,4.219,0.0709,2.0208311351220103
413.1426,4.51,0.112,1.74405588935695
413.1436,3.2,0.0386,2.380348470670612
413.144,3.692,0.123,1.686352173326639
413.1993,5.357,0.34,-1.0016147882266802
415.1607,0.797,0.109,1.7615267273016428
416.1536,5.683,0.0687,-2.039376745976651
417.1173,4.046,0.0912,-1.8689525232675448
417.1192,4.5,0.815,-0.24079173738470436
417.2126,6.021,0.117,-1.7171055098476513
418.1123,0.717,0.419,0.8437766660016814
418.1149,0.722,0.472,-0.7467224902892924
418.1327,4.164,0.0627,-2.0942581645431737
419.1134,0.748,0.401,0.8779187175170321
419.1155,2.861,0.832,0.21819991672306616
419.2281,6.362,0.214,-1.325683107772997
421.0558,3.818,0.635,0.4890623959640805
421.0582,5.463,0.92,-0.1035164154227667
421.9984,3.301,0.33,-1.0232003738910644
422.0501,0.727,0.628,0.4996305682583421
422.1067,0.783,0.458,0.7720838828292257
422.1084,2.915,0.166,1.4947659664019195
423.0571,0.703,0.534,0.6441094051566348
424.0493,0.721,0.01,-3.1692787383907812
425.145,4.374,0.0172,-2.852678064548965
427.0844,2.991,0.223,1.2992245297483518
427.1967,4.894,0.591,-0.5555859436934292
427.197,3.64,0.127,1.6646542503605695
427.197,4.049,0.227,1.2864840572639729
428.0941,2.98,0.25,1.22068475675872
428.0955,4.037,0.974,0.03334567618177909
428.0976,3.601,0.348,0.9857229836649058
429.0423,3.352,0.797,0.2645914405186365
429.0815,4.032,0.11,-1.7546525330810194
429.082,3.756,0.152,-1.5510548914072082
429.083,3.201,0.954,-0.05850500707808623
429.1762,5.798,0.171,-1.4751644194851303
431.0534,0.666,0.897,-0.13319154056316068
431.0979,3.907,0.605,-0.5338614029682519
432.1213,3.706,0.183,1.4293963072117726
433.0646,4.045,0.946,-0.06915554983524817
433.1136,4.519,0.519,0.668899400527097
433.113,4.886,0.594,-0.5500643479250604
433.2076,5.283,0.284,-1.1313504126491944
433.2077,4.995,0.239,-1.2524704345825017
434.1396,3.922,0.902,-0.12598991078125316
435.2232,5.611,0.0904,-1.8739762625103236
437.0497,3.488,0.284,1.1324384274836188
437.0526,5.832,0.598,-0.5448758666374078
437.18,7.078,0.33,-1.0235873041672237
439.056,0.753,0.109,-1.7587938121656475
439.1146,6.219,0.499,0.7013952514493456
439.1607,4.307,0.284,-1.132105934977339
439.1608,3.725,0.0877,1.8921692218177348
439.1608,4.66,0.408,-0.8638379044188675
441.0612,2.876,0.193,1.3954319334727168
441.1026,3.212,0.2,1.372348081726632
442.19,5.313,0.542,-0.6316347790595086
443.1557,5.98,0.0727,-2.005266750505634
445.0782,4.484,0.997,-0.004297230780346562
445.0903,0.667,0.189,-1.4112875737317294
445.1072,3.893,0.241,-1.2478535910000814
446.1795,4.499,0.696,0.4019039865388906
446.1831,4.341,0.204,-1.3587071641923134
446.2907,6.081,0.0824,-1.9302111411900562
446.2908,6.024,0.725,0.3612308720201227
446.2909,6.562,0.767,-0.3051575410259247
447.0919,4.504,0.00234,4.046659622728929
447.0921,4.067,0.00235,4.041823889816236
447.0928,3.777,0.779,-0.2876351916160041
447.092,4.187,0.0179,2.8270691932456833
448.1961,5.778,0.335,1.0120922863987052
448.1966,4.911,0.894,-0.13707604280471855
448.3058,6.47,0.506,-0.6901852010556923
449.0698,2.589,0.4,-0.8782978165829209
449.1074,4.301,0.909,-0.11772065606138382
449.254,8.044,0.292,-1.1115815800294626
457.0689,0.726,0.782,0.284395984217119
457.0963,2.367,0.418,0.8453780519016415
457.097,2.652,0.103,1.7956368222571515
457.2207,6.206,0.411,-0.8584184899696709
458.9733,3.815,0.108,-1.7679974505041955
459.0843,2.964,0.623,-0.5076898850120662
459.0924,4.452,0.15,-1.560945281376825
459.093,3.801,0.0791,-1.9551034915326242
459.1504,4.33,0.133,-1.6367129295164284
459.1629,2.778,0.098,-1.8245785994564985
461.0863,3.571,0.509,0.6849308065269526
461.1337,5.706,0.082,-1.932982047257617
461.2388,5.842,0.173,-1.4690221535749686
462.1766,4.998,0.0528,-2.1962211087741412
463.0831,5.418,0.327,-1.0296333549757684
463.2334,5.897,0.222,-1.301354751602023
464.0663,2.822,0.0137,2.983887614732222
464.1436,2.856,0.622,0.5087129452590031
464.1437,2.772,0.618,0.5140323280475303
464.1437,2.808,0.758,0.3161105201503527
464.1438,3.474,0.771,0.2987173504612925
465.0845,4.208,0.126,1.6674243772798851
465.2493,6.146,0.0335,-2.4630887457509356
467.1506,5.777,0.107,-1.7717735078885877
467.1919,5.446,0.24,-1.2501495453149376
467.2645,5.878,0.417,-0.8468675631531083
468.0451,0.696,0.653,0.463510512401191
471.0822,3.708,0.591,0.5550950209112833
471.2417,6.297,0.724,-0.363297321743517
473.0995,3.464,0.398,-0.8826739395433206
473.0996,2.932,0.765,-0.3072880320987817
473.1448,4.73,0.422,-0.837684300180383
475.0782,0.667,0.913,0.1122820855105817
475.2184,5.932,0.109,-1.759932049813025
476.0359,3.919,0.106,-1.7760114667859963
477.1039,2.949,0.835,-0.21424613911866
477.1039,4.686,0.46,0.768410273517493
477.2332,5.701,0.48,-0.7334600506531888
479.0459,2.443,0.483,0.7285363767441275
479.0465,3.005,0.532,0.647425070747168
479.0506,0.791,0.607,0.5311457701605592
479.2283,5.383,0.403,-0.8725776970724161
480.0818,0.682,0.186,-1.4198568783836845
480.1372,3.468,0.973,0.03526485634176764
481.0163,4.286,0.249,-1.2226925821368138
481.2073,5.68,0.273,-1.1597634265987558
481.2439,5.242,0.0304,-2.5201344597965387
482.2186,4.626,0.803,-0.25568570785757533
484.0498,2.566,0.267,-1.1763418225588345
485.0499,4.198,0.623,-0.5077490345904826
485.0955,0.681,0.292,1.1135045953941627
485.1661,4.43,0.217,-1.317175471069793
486.1199,5.689,0.766,-0.30570061020041833
487.0759,2.632,0.654,0.4614452318983293
489.0926,0.758,0.316,-1.0560620839764507
489.2111,3.578,0.81,0.2463860751342368
489.2123,4.076,0.466,0.7577848795263045
489.27,6.391,0.305,-1.0810552052069673
489.27,6.555,0.239,-1.2508988270045889
491.191,4.507,0.303,-1.0852817794505194
491.228,5.918,0.217,-1.3163761401489342
491.2855,6.773,0.118,-1.7101022651217903
492.1871,5.243,0.869,0.169019373020911
492.1884,4.319,0.582,-0.568111748566557
493.0631,3.69,0.294,1.1066261516452975
493.0642,3.179,0.213,1.3296138642506952
493.1666,4.573,0.868,-0.17080494488403133
493.228,4.95,0.209,-1.3421674699040704
493.2439,6.516,0.0933,-1.8548945582437
494.1144,0.666,0.44,0.8043645542265059
495.1174,4.369,0.422,0.8375583527013433
495.2227,4.812,0.836,0.2125815090648813
495.2229,3.594,0.108,-1.7662398184670944
495.2232,5.846,0.701,0.3955272487605516
495.223,4.067,0.515,-0.6754116231061073
495.296,6.494,0.486,-0.7232979712584963
496.198,6.048,0.0392,-2.3708384757198586
497.0695,3.785,0.365,-0.9494843553958536
497.2379,4.163,0.318,-1.0518561075730042
497.2751,5.86,0.329,-1.0267134215736728
499.0756,0.705,0.0219,2.710151526820995
500.1902,3.066,0.557,0.606989723050011
500.282,5.708,0.318,1.0510863716223022
501.1339,4.505,0.862,0.17806073610897247
501.2122,5.698,0.272,1.162740322033424
502.1148,5.219,0.172,-1.4704554558392797
502.2071,0.806,0.585,0.5640438019643972
505.2452,7.002,0.414,-0.851428365031809
507.2078,4.607,0.127,-1.6655150080418568
507.2079,4.889,0.0963,-1.835844090001484
507.2231,6.98,0.676,0.4297600526220385
509.0384,0.699,0.964,0.04648180736877745
509.0409,3.291,0.675,-0.4317067209167037
509.0519,2.681,0.231,1.2747292342064769
509.2379,5.991,0.107,-1.7721758469021311
509.2751,5.084,0.0136,-2.989133468771205
509.2751,6.332,0.0334,-2.4642322544389224
509.2752,5.821,0.136,-1.6191593346663076
510.2524,6.169,0.362,-0.9546181430563618
511.2181,5.843,0.378,-0.9216556809363552
511.2544,5.206,0.741,0.339960068397989
511.2909,6.014,0.219,-1.3118738583012879
512.1916,6.018,0.813,0.2434859755819364
512.2682,6.624,0.559,-0.6047738707207364
513.0964,3.899,0.347,-0.9878784488523094
514.136,3.993,0.0378,-2.391986977777089
514.1681,4.367,0.105,1.7852798718120484
514.1698,4.543,0.919,-0.10483272305513128
515.1648,5.296,0.369,0.9406157784792093
517.0977,4.399,0.322,1.04242136671189
519.223,7.484,0.143,1.5874683282761928
521.1082,4.508,0.471,-0.7496332341631121
521.239,6.221,0.864,-0.1751204727042057
524.0845,0.705,0.347,-0.9862258117136422
525.0334,3.606,0.213,-1.3315614128141633
525.27,5.101,0.143,-1.591130997905192
526.0995,0.675,0.231,1.2758332038507396
526.114,3.463,0.948,0.0665985065769579
526.2476,5.551,0.185,-1.423319836733176
528.2617,5.454,0.587,-0.5608850450685473
528.2633,5.962,0.0193,-2.7842525856821116
529.121,5.76,0.0923,-1.86122025941868
529.162,5.829,0.9,0.12951083174396996
531.0773,4.532,0.365,0.948535650538766
531.1447,4.141,0.692,-0.4080485120037594
536.1898,4.583,0.822,-0.23036109069311703
539.1147,5.072,0.514,-0.6771800342802
539.2494,4.677,0.058,-2.1399164855536705
541.1207,0.663,0.604,-0.5359771945796875
541.2651,4.526,0.104,-1.7906385914002356
541.2651,4.807,0.0178,-2.830511409257571
541.265,4.928,0.0168,-2.8647716404076147
543.0792,0.704,0.92,-0.10324290811230777
543.2074,5.421,0.283,1.1346574312720301
544.1789,6.025,0.942,0.07424336176188025
544.2886,5.154,0.704,0.39055135748668446
547.1102,3.005,0.764,0.3082541886256911
547.1106,0.67,0.743,0.33738428506690105
549.1196,2.793,0.44,0.8049543520797063
549.1948,4.514,0.292,-1.1133384145621457
549.1963,2.777,0.328,-1.0292248023149422
550.1307,0.664,0.16,-1.5185281287704446
553.1926,5.396,0.184,-1.4266652142255898
555.0787,2.996,0.5,0.6993317823878311
557.2465,7.479,0.081,-1.9409527104106012
559.1102,0.68,0.711,0.3805708070392131
562.1922,4.035,0.792,-0.27122195389540327
563.1044,2.949,0.27,1.1678709637484912
565.1557,4.485,0.23,-1.277389826311482
565.1563,4.799,0.388,-0.902449673836616
565.3012,5.907,0.22,1.3099606265542174
566.3329,6.114,0.209,-1.3430477184240763
567.3168,5.938,0.711,-0.3808628005956714
567.317,6.697,0.673,-0.4352233946195812
569.0928,2.988,0.183,1.4304420304097678
569.0956,3.38,0.444,-0.7969492188668297
569.1299,4.178,0.99,-0.01233418521217493
569.1307,3.754,0.634,-0.49047063204617886
569.1751,3.441,0.403,-0.8728119589393801
571.1469,3.618,0.593,-0.5521244135140846
571.1476,4.081,0.542,0.6313615654571876
572.1094,3.326,0.546,-0.6252867424991395
572.2105,4.512,0.0591,2.1297087155650605
572.2528,4.339,0.00914,-3.222184725242811
573.2393,7.26,0.7,-0.3967868433713385
573.2395,6.305,0.545,-0.6261788298509953
576.1317,0.792,0.841,-0.2064963049042333
576.1384,0.705,0.021,2.7359077350636265
577.1184,2.969,0.429,0.8240420470012613
579.0457,0.796,0.945,-0.07034398920746507
579.2066,4.211,0.644,0.4759757636366283
580.1297,2.848,0.357,0.9662874960344019
583.1089,3.742,0.481,0.7319782098432642
583.3118,5.69,0.914,-0.11045763528244469
583.3118,5.932,0.375,0.9282752830309984
584.1374,3.972,0.335,-1.0126843001853034
585.0184,3.643,0.567,-0.5925001921628997
589.3024,5.037,0.332,1.01891807615599
590.1068,3.469,0.51,0.6825957375656244
591.3184,5.021,0.766,0.30644653683552137
593.3333,5.048,0.845,-0.20080703241423686
594.0962,3.363,0.471,0.7499378434445207
594.3642,5.768,0.577,0.5765140297857871
596.1248,2.733,0.431,0.8204929813895913
600.2843,4.732,0.00547,-3.527557719361398
601.2255,5.243,0.715,-0.3762774034121448
605.1126,3.023,0.723,-0.36443626975243
606.9991,3.815,0.309,-1.072086220211457
607.1267,3.483,0.244,1.2384349263253371
608.1059,3.3,0.748,-0.33041379894419015
610.164,2.859,0.227,-1.2872469187905256
611.069,3.647,0.574,0.5811186636772986
611.1667,3.462,0.325,-1.0344801156535317
613.3589,5.89,0.0436,-2.3083206898149458
617.1836,4.515,0.826,0.22591724205467173
618.1838,3.802,0.547,-0.6225890998221847
618.1913,4.649,0.195,-1.3901310056779217
623.0319,2.6,0.227,1.2864167611882409
624.3385,6.01,0.399,-0.8806937192484867
625.0354,3.814,0.95,-0.06443891169152058
627.3743,6.176,0.723,-0.364026429701729
629.3537,5.37,0.0197,-2.773299524944294
636.1806,3.455,0.0344,-2.4481777294912366
639.0783,3.758,0.101,-1.8065696640008577
640.3332,4.371,0.384,-0.9111708292661891
640.3334,5.395,0.688,0.4133943390496178
645.1893,2.881,0.0684,2.0425525019850483
645.1896,3.451,0.178,1.4485801368231543
649.0893,3.836,0.811,0.24606383919678954
651.3856,5.28,0.873,-0.16403449003652287
653.1834,2.294,0.31,1.070457516292491
659.2045,2.918,0.444,0.7975243006704015
665.1832,2.777,0.509,0.685002466254782
665.1833,2.829,0.302,1.0886707782368041
669.1448,2.74,0.484,-0.7267615987756945
673.2558,7.365,0.29,-1.1161961410271097
674.1395,3.477,0.682,0.4226042827796546
675.1222,2.643,0.615,-0.5193599601235676
679.1625,3.856,0.269,-1.1691340892748683
680.165,3.608,0.866,0.1724934959730819
680.2306,4.136,0.348,-0.9843879113025752
681.2357,4.115,0.99,-0.01308924317126805
685.341,5.775,0.113,-1.7370181694307703
690.3154,4.751,0.486,-0.7240079463594877
691.3179,4.171,0.145,1.5786377608376791
741.1857,3.018,0.965,0.04457689750598059
744.2193,2.763,0.815,-0.2401866825131273
744.2195,3.468,0.985,0.019250744548855146
750.2363,3.468,0.863,0.17706386177587166
78.9585,0.702,0.103,-1.7950709404113097
801.2549,4.519,0.607,0.5304510656624161
817.2886,4.438,0.209,1.3422761873100266
845.2477,4.186,0.167,1.4908134702364215
853.2516,4.121,0.18,1.4430016545348274
869.3936,6.15,0.347,0.9863104517185896
889.161,3.783,0.962,-0.048224134019245996
908.2639,4.165,0.336,1.010025400457985
913.2118,3.895,0.639,0.4837535763184052
951.181,3.008,0.95,0.06439939304704269
973.198,3.133,0.499,0.7007971784934341
