"p.value","m.z","t.score","r.t"
0,337.0556,2.85934483,0.777
0,337.056,3.172896111,3.104
0,337.1446,-1.185760961,4.025
0,337.1469,-0.73758293,3.591
0,338.0632,0.711729397,3.433
0,338.0879,0.286848237,3.557
0,338.1178,-1.000056691,2.307
0,339.1082,0.159067165,4.74
0,341.1234,-0.212432957,4.519
0,343.0666,-0.737187302,0.756
0,343.0669,-0.872809239,2.881
0,343.0855,-1.072173149,4.396
0,343.0855,-1.4993129,4.765
0,343.1396,1.105751867,5.368
0,344.0448,-0.60464623,0.677
0,345.0438,-1.0144977,0.668
0,345.1552,-3.023646865,6.009
0,345.1553,-3.347115128,5.874
0,345.1554,1.017920122,3.382
0,345.1554,1.588694154,4.506
0,345.1933,1.68843002,4.201
0,347.0424,0.33648602,0.697
0,347.059,0.401317864,0.674
0,347.0774,-0.615549506,4.782
0,347.079,-0.945184562,0.706
0,347.0881,-0.992747158,3.328
0,347.1678,0.558958489,4.233
0,347.17,1.271335861,3.394
0,348.0769,1.39713334,2.315
0,349.0207,-1.920189828,0.696
0,349.059,-0.437137873,0.669
0,350.088,-2.922180743,3.366
0,350.088,-2.915615999,3.952
0,351.0199,-0.241225905,0.667
0,351.0566,-0.771457552,0.663
0,351.07,-0.461155196,3.888
0,352.0859,-1.118968025,5.224
0,354.1007,-2.911973057,4.717
0,354.1009,-2.607040854,5.03
0,355.1037,-1.176895336,4.621
0,356.031,-1.157262248,0.667
0,356.0987,0.213179743,0.796
0,356.1002,0.549238716,2.592
0,357.0823,-0.175289066,0.779
0,357.0825,-0.056213278,3.399
0,357.0826,-0.439113879,2.931
0,357.1009,0.112706793,4.96
0,359.0566,0.258780527,0.67
0,359.0958,0.683779886,2.977
0,359.0975,0.591756182,2.524
0,359.1344,0.482342925,4.351
0,359.1345,0.202401525,3.504
0,359.1347,0.213719306,3.481
0,359.1353,1.302515684,0.806
0,359.1353,1.076554149,3.002
0,360.0729,-0.221274785,0.672
0,361.0218,1.364113876,2.595
0,361.0578,-0.292943374,0.686
0,361.0713,-0.079581819,3.465
0,361.1499,1.606581033,3.066
0,361.1501,-3.399428266,4.225
0,361.1502,0.779043374,3.49
0,363.021,-0.517876686,3.933
0,363.0234,-0.764468557,4.453
0,363.0692,-0.016518058,4.266
0,363.0701,0.004413074,4.451
0,363.0756,0.446789912,0.658
0,363.1657,-2.477079995,4.345
0,363.1658,-0.165135711,4.172
0,364.0954,-1.001195287,0.768
0,364.0958,-0.593943608,3.594
0,364.0972,-1.377411772,3.027
0,365.0528,1.17858996,0.68
0,365.0863,-1.086053251,4.095
0,366.0851,-2.175688877,4.55
0,366.1015,-1.630574562,5.18
0,366.1016,-1.965885982,4.846
0,367.0282,-0.67063221,0.707
0,367.1578,-1.065124145,5.796
0,367.2123,-1.685751697,5.512
0,367.2236,-2.368831157,4.071
0,368.0804,-1.659863156,3.895
0,368.0971,-1.72972195,3.297
0,368.0998,-1.729424209,0.802
0,368.9723,-0.301582827,3.004
0,369.0829,1.047784119,3.476
0,369.1552,-3.741099783,5.993
0,369.1737,-0.507152989,5.331
0,369.1737,-1.84856514,6.099
0,370.0781,-0.27302298,2.895
0,370.0786,-0.15643831,0.733
0,370.0972,-1.587519253,3.765
0,370.097,-2.006574144,3.208
0,370.0981,-2.137729754,3.747
0,371.0241,-0.372121357,0.671
0,371.0976,0.793725883,0.801
0,371.0978,0.887311441,3.481
0,372.0951,-0.477420219,0.795
0,372.1099,-2.587993292,3.404
0,372.1116,-3.964124147,3.914
0,373.1067,0.972780297,2.937
0,373.1139,-1.019412059,4.04
0,373.1141,1.245086467,3.685
0,373.1514,1.017868331,3.715
0,374.0316,0.438163604,2.965
0,374.1378,-1.470545827,5.008
0,375.054,-0.650972556,0.665
0,375.0931,0.700797178,2.077
0,375.1278,1.705820614,3.109
0,375.1294,1.572888131,0.798
0,375.1294,-2.987504687,4.074
0,377.0353,0.09002834,0.713
0,377.0526,-0.090589467,0.697
0,377.1019,-0.385346751,5.09
0,379.0336,-1.986089348,0.708
0,379.0338,-2.009474476,3.038
0,379.0686,-0.084042717,0.661
0,379.0909,0.907193099,2.789
0,379.091,0.971385212,3.484
0,379.1393,0.374954308,5.891
0,379.1607,-1.186732614,3.652
0,379.1607,-1.144040859,4.047
0,379.1955,-1.019207604,5.602
0,380.0301,-0.196059976,1.155
0,381.0301,-0.350328018,1.155
0,381.0802,0.563479573,3.385
0,381.1551,0.67865195,6.237
0,382.9875,-0.540599881,3.002
0,383.0324,-0.295417676,2.787
0,383.0464,-1.920400497,3.601
0,383.053,-0.532342176,3.466
0,383.0644,-1.351704642,2.771
0,383.1529,-1.229825631,4.559
0,383.153,-0.53809649,4.885
0,384.0537,1.465622446,2.335
0,385.1498,-6.316286581,5.181
0,385.1685,-2.247769753,4.355
0,385.1861,1.060928468,4.524
0,387.1489,-2.774909072,5.77
0,387.1658,-1.305030006,5.117
0,388.047,0.370251324,2.937
0,388.047,-0.194490699,3.398
0,388.047,-0.273030802,3.472
0,389.0528,0.474470576,0.7
0,389.0919,-1.082278942,4.531
0,389.0981,-2.50182905,4.564
0,389.1038,0.291386217,0.786
0,389.1043,-0.68562001,2.952
0,389.1814,-1.511843054,5.311
0,391.0332,-0.753291624,0.698
0,391.0993,-1.607753999,4.492
0,391.1124,-1.584090689,0.79
0,391.1968,1.007024328,5.431
0,393.0495,-1.012236257,3.605
0,393.0776,1.780369804,3.464
0,393.2643,-2.248175213,6.229
0,394.06,1.993938511,0.685
0,395.0628,0.004202567,0.675
0,395.0857,1.202416911,2.735
0,395.0857,0.421454421,2.92
0,395.091,0.05543293,3.521
0,395.1144,-0.749432534,4.677
0,396.025,-1.645784671,0.663
0,396.0904,-0.868726943,2.751
0,396.1124,0.337538199,4.459
0,396.1279,-1.544591129,4.011
0,396.1297,-1.252851315,3.506
0,397.0032,-1.2102649,3.133
0,397.0034,-0.864070372,3.815
0,397.0582,-1.384825082,0.701
0,397.1496,0.71669861,4.415
0,397.1911,0.581580917,4.067
0,398.0412,1.31382087,0.681
0,399.0203,0.7572996,0.683
0,399.1658,1.919060837,3.513
0,400.1429,-2.040194902,4.669
0,401.1094,0.760344494,4.24
0,403.066,-0.098787457,3.865
0,403.1019,0.587374649,5.042
0,403.1133,1.463560073,4.514
0,403.1971,2.296263534,3.26
0,403.197,3.529688524,0.807
0,404.0395,0.016753944,3.379
0,404.0405,-0.524926125,3.511
0,405.0285,1.689192648,0.72
0,405.0469,1.379138183,0.697
0,405.0648,0.453662611,0.668
0,405.118,-1.713125681,5.456
0,405.1764,-1.070061659,4.467
0,405.2644,0.863809184,6.291
0,407.0405,1.237727429,4.991
0,407.2799,1.248083218,5.411
0,407.2799,1.488096723,5.805
0,407.2801,0.422218249,6.791
0,409.0428,0.372217348,0.71
0,411.0759,-0.399727674,4.059
0,411.0787,-0.229054186,0.764
0,411.1279,0.788697706,4.49
0,411.1654,1.13794657,4.559
0,411.2021,0.07822722,4.884
0,411.2021,0.056201546,5.398
0,412.9977,0.334566482,3.204
0,413.1426,2.020831135,4.219
0,413.1426,1.744055889,4.51
0,413.1436,2.380348471,3.2
0,413.144,1.686352173,3.692
0,413.1993,-1.001614788,5.357
0,415.1607,1.761526727,0.797
0,416.1536,-2.039376746,5.683
0,417.1173,-1.868952523,4.046
0,417.1192,-0.240791737,4.5
0,417.2126,-1.71710551,6.021
0,418.1123,0.843776666,0.717
0,418.1149,-0.74672249,0.722
0,418.1327,-2.094258165,4.164
0,419.1134,0.877918718,0.748
0,419.1155,0.218199917,2.861
0,419.2281,-1.325683108,6.362
0,421.0558,0.489062396,3.818
0,421.0582,-0.103516415,5.463
0,421.9984,-1.023200374,3.301
0,422.0501,0.499630568,0.727
0,422.1067,0.772083883,0.783
0,422.1084,1.494765966,2.915
0,423.0571,0.644109405,0.703
0,424.0493,-3.169278738,0.721
0,425.145,-2.852678065,4.374
0,427.0844,1.29922453,2.991
0,427.1967,-0.555585944,4.894
0,427.197,1.66465425,3.64
0,427.197,1.286484057,4.049
0,428.0941,1.220684757,2.98
0,428.0955,0.033345676,4.037
0,428.0976,0.985722984,3.601
0,429.0423,0.264591441,3.352
0,429.0815,-1.754652533,4.032
0,429.082,-1.551054891,3.756
0,429.083,-0.058505007,3.201
0,429.1762,-1.475164419,5.798
0,431.0534,-0.133191541,0.666
0,431.0979,-0.533861403,3.907
0,432.1213,1.429396307,3.706
0,433.0646,-0.06915555,4.045
0,433.1136,0.668899401,4.519
0,433.113,-0.550064348,4.886
0,433.2076,-1.131350413,5.283
0,433.2077,-1.252470435,4.995
0,434.1396,-0.125989911,3.922
0,435.2232,-1.873976263,5.611
0,437.0497,1.132438427,3.488
0,437.0526,-0.544875867,5.832
0,437.18,-1.023587304,7.078
0,439.056,-1.758793812,0.753
0,439.1146,0.701395251,6.219
0,439.1607,-1.132105935,4.307
0,439.1608,1.892169222,3.725
0,439.1608,-0.863837904,4.66
0,441.0612,1.395431933,2.876
0,441.1026,1.372348082,3.212
0,442.19,-0.631634779,5.313
0,443.1557,-2.005266751,5.98
0,445.0782,-0.004297231,4.484
0,445.0903,-1.411287574,0.667
0,445.1072,-1.247853591,3.893
0,446.1795,0.401903987,4.499
0,446.1831,-1.358707164,4.341
0,446.2907,-1.930211141,6.081
0,446.2908,0.361230872,6.024
0,446.2909,-0.305157541,6.562
0,447.0919,4.046659623,4.504
0,447.0921,4.04182389,4.067
0,447.0928,-0.287635192,3.777
0,447.092,2.827069193,4.187
0,448.1961,1.012092286,5.778
0,448.1966,-0.137076043,4.911
0,448.3058,-0.690185201,6.47
0,449.0698,-0.878297817,2.589
0,449.1074,-0.117720656,4.301
0,449.254,-1.11158158,8.044
0,457.0689,0.284395984,0.726
0,457.0963,0.845378052,2.367
0,457.097,1.795636822,2.652
0,457.2207,-0.85841849,6.206
0,458.9733,-1.767997451,3.815
0,459.0843,-0.507689885,2.964
0,459.0924,-1.560945281,4.452
0,459.093,-1.955103492,3.801
0,459.1504,-1.63671293,4.33
0,459.1629,-1.824578599,2.778
0,461.0863,0.684930807,3.571
0,461.1337,-1.932982047,5.706
0,461.2388,-1.469022154,5.842
0,462.1766,-2.196221109,4.998
0,463.0831,-1.029633355,5.418
0,463.2334,-1.301354752,5.897
0,464.0663,2.983887615,2.822
0,464.1436,0.508712945,2.856
0,464.1437,0.514032328,2.772
0,464.1437,0.31611052,2.808
0,464.1438,0.29871735,3.474
0,465.0845,1.667424377,4.208
0,465.2493,-2.463088746,6.146
0,467.1506,-1.771773508,5.777
0,467.1919,-1.250149545,5.446
0,467.2645,-0.846867563,5.878
0,468.0451,0.463510512,0.696
0,471.0822,0.555095021,3.708
0,471.2417,-0.363297322,6.297
0,473.0995,-0.88267394,3.464
0,473.0996,-0.307288032,2.932
0,473.1448,-0.8376843,4.73
0,475.0782,0.112282086,0.667
0,475.2184,-1.75993205,5.932
0,476.0359,-1.776011467,3.919
0,477.1039,-0.214246139,2.949
0,477.1039,0.768410274,4.686
0,477.2332,-0.733460051,5.701
0,479.0459,0.728536377,2.443
0,479.0465,0.647425071,3.005
0,479.0506,0.53114577,0.791
0,479.2283,-0.872577697,5.383
0,480.0818,-1.419856878,0.682
0,480.1372,0.035264856,3.468
0,481.0163,-1.222692582,4.286
0,481.2073,-1.159763427,5.68
0,481.2439,-2.52013446,5.242
0,482.2186,-0.255685708,4.626
0,484.0498,-1.176341823,2.566
0,485.0499,-0.507749035,4.198
0,485.0955,1.113504595,0.681
0,485.1661,-1.317175471,4.43
0,486.1199,-0.30570061,5.689
0,487.0759,0.461445232,2.632
0,489.0926,-1.056062084,0.758
0,489.2111,0.246386075,3.578
0,489.2123,0.75778488,4.076
0,489.27,-1.081055205,6.391
0,489.27,-1.250898827,6.555
0,491.191,-1.085281779,4.507
0,491.228,-1.31637614,5.918
0,491.2855,-1.710102265,6.773
0,492.1871,0.169019373,5.243
0,492.1884,-0.568111749,4.319
0,493.0631,1.106626152,3.69
0,493.0642,1.329613864,3.179
0,493.1666,-0.170804945,4.573
0,493.228,-1.34216747,4.95
0,493.2439,-1.854894558,6.516
0,494.1144,0.804364554,0.666
0,495.1174,0.837558353,4.369
0,495.2227,0.212581509,4.812
0,495.2229,-1.766239818,3.594
0,495.2232,0.395527249,5.846
0,495.223,-0.675411623,4.067
0,495.296,-0.723297971,6.494
0,496.198,-2.370838476,6.048
0,497.0695,-0.949484355,3.785
0,497.2379,-1.051856108,4.163
0,497.2751,-1.026713422,5.86
0,499.0756,2.710151527,0.705
0,500.1902,0.606989723,3.066
0,500.282,1.051086372,5.708
0,501.1339,0.178060736,4.505
0,501.2122,1.162740322,5.698
0,502.1148,-1.470455456,5.219
0,502.2071,0.564043802,0.806
0,505.2452,-0.851428365,7.002
0,507.2078,-1.665515008,4.607
0,507.2079,-1.83584409,4.889
0,507.2231,0.429760053,6.98
0,509.0384,0.046481807,0.699
0,509.0409,-0.431706721,3.291
0,509.0519,1.274729234,2.681
0,509.2379,-1.772175847,5.991
0,509.2751,-2.989133469,5.084
0,509.2751,-2.464232254,6.332
0,509.2752,-1.619159335,5.821
0,510.2524,-0.954618143,6.169
0,511.2181,-0.921655681,5.843
0,511.2544,0.339960068,5.206
0,511.2909,-1.311873858,6.014
0,512.1916,0.243485976,6.018
0,512.2682,-0.604773871,6.624
0,513.0964,-0.987878449,3.899
0,514.136,-2.391986978,3.993
0,514.1681,1.785279872,4.367
0,514.1698,-0.104832723,4.543
0,515.1648,0.940615778,5.296
0,517.0977,1.042421367,4.399
0,519.223,1.587468328,7.484
0,521.1082,-0.749633234,4.508
0,521.239,-0.175120473,6.221
0,524.0845,-0.986225812,0.705
0,525.0334,-1.331561413,3.606
0,525.27,-1.591130998,5.101
0,526.0995,1.275833204,0.675
0,526.114,0.066598507,3.463
0,526.2476,-1.423319837,5.551
0,528.2617,-0.560885045,5.454
0,528.2633,-2.784252586,5.962
0,529.121,-1.861220259,5.76
0,529.162,0.129510832,5.829
0,531.0773,0.948535651,4.532
0,531.1447,-0.408048512,4.141
0,536.1898,-0.230361091,4.583
0,539.1147,-0.677180034,5.072
0,539.2494,-2.139916486,4.677
0,541.1207,-0.535977195,0.663
0,541.2651,-1.790638591,4.526
0,541.2651,-2.830511409,4.807
0,541.265,-2.86477164,4.928
0,543.0792,-0.103242908,0.704
0,543.2074,1.134657431,5.421
0,544.1789,0.074243362,6.025
0,544.2886,0.390551357,5.154
0,547.1102,0.308254189,3.005
0,547.1106,0.337384285,0.67
0,549.1196,0.804954352,2.793
0,549.1948,-1.113338415,4.514
0,549.1963,-1.029224802,2.777
0,550.1307,-1.518528129,0.664
0,553.1926,-1.426665214,5.396
0,555.0787,0.699331782,2.996
0,557.2465,-1.94095271,7.479
0,559.1102,0.380570807,0.68
0,562.1922,-0.271221954,4.035
0,563.1044,1.167870964,2.949
0,565.1557,-1.277389826,4.485
0,565.1563,-0.902449674,4.799
0,565.3012,1.309960627,5.907
0,566.3329,-1.343047718,6.114
0,567.3168,-0.380862801,5.938
0,567.317,-0.435223395,6.697
0,569.0928,1.43044203,2.988
0,569.0956,-0.796949219,3.38
0,569.1299,-0.012334185,4.178
0,569.1307,-0.490470632,3.754
0,569.1751,-0.872811959,3.441
0,571.1469,-0.552124414,3.618
0,571.1476,0.631361565,4.081
0,572.1094,-0.625286742,3.326
0,572.2105,2.129708716,4.512
0,572.2528,-3.222184725,4.339
0,573.2393,-0.396786843,7.26
0,573.2395,-0.62617883,6.305
0,576.1317,-0.206496305,0.792
0,576.1384,2.735907735,0.705
0,577.1184,0.824042047,2.969
0,579.0457,-0.070343989,0.796
0,579.2066,0.475975764,4.211
0,580.1297,0.966287496,2.848
0,583.1089,0.73197821,3.742
0,583.3118,-0.110457635,5.69
0,583.3118,0.928275283,5.932
0,584.1374,-1.0126843,3.972
0,585.0184,-0.592500192,3.643
0,589.3024,1.018918076,5.037
0,590.1068,0.682595738,3.469
0,591.3184,0.306446537,5.021
0,593.3333,-0.200807032,5.048
0,594.0962,0.749937843,3.363
0,594.3642,0.57651403,5.768
0,596.1248,0.820492981,2.733
0,600.2843,-3.527557719,4.732
0,601.2255,-0.376277403,5.243
0,605.1126,-0.36443627,3.023
0,606.9991,-1.07208622,3.815
0,607.1267,1.238434926,3.483
0,608.1059,-0.330413799,3.3
0,610.164,-1.287246919,2.859
0,611.069,0.581118664,3.647
0,611.1667,-1.034480116,3.462
0,613.3589,-2.30832069,5.89
0,617.1836,0.225917242,4.515
0,618.1838,-0.6225891,3.802
0,618.1913,-1.390131006,4.649
0,623.0319,1.286416761,2.6
0,624.3385,-0.880693719,6.01
0,625.0354,-0.064438912,3.814
0,627.3743,-0.36402643,6.176
0,629.3537,-2.773299525,5.37
0,636.1806,-2.448177729,3.455
0,639.0783,-1.806569664,3.758
0,640.3332,-0.911170829,4.371
0,640.3334,0.413394339,5.395
0,645.1893,2.042552502,2.881
0,645.1896,1.448580137,3.451
0,649.0893,0.246063839,3.836
0,651.3856,-0.16403449,5.28
0,653.1834,1.070457516,2.294
0,659.2045,0.797524301,2.918
0,665.1832,0.685002466,2.777
0,665.1833,1.088670778,2.829
0,669.1448,-0.726761599,2.74
0,673.2558,-1.116196141,7.365
0,674.1395,0.422604283,3.477
0,675.1222,-0.51935996,2.643
0,679.1625,-1.169134089,3.856
0,680.165,0.172493496,3.608
0,680.2306,-0.984387911,4.136
0,681.2357,-0.013089243,4.115
0,685.341,-1.737018169,5.775
0,690.3154,-0.724007946,4.751
0,691.3179,1.578637761,4.171
0,741.1857,0.044576898,3.018
0,744.2193,-0.240186683,2.763
0,744.2195,0.019250745,3.468
0,750.2363,0.177063862,3.468
0,78.9585,-1.79507094,0.702
0,801.2549,0.530451066,4.519
0,817.2886,1.342276187,4.438
0,845.2477,1.49081347,4.186
0,853.2516,1.443001655,4.121
0,869.3936,0.986310452,6.15
0,889.161,-0.048224134,3.783
0,908.2639,1.0100254,4.165
0,913.2118,0.483753576,3.895
0,951.181,0.064399393,3.008
0,973.198,0.700797178,3.133
